# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "genome/features.saf" "-F" "SAF" "-T" "8" "-o" "data/counts.txt" "bam/wildtype-01.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/wildtype-01.bam
YGL089C	VII	344791	345153	-	363	8
YGL087C	VII;VII	346406;346894	346808;346904	-;-	414	49
YGL086W	VII	347119	349368	+	2250	53
YGL085W	VII	349616	350440	+	825	15
YGL084C	VII	350616	352298	-	1683	75
YGL083W	VII	353058	355472	+	2415	38
YGL080W	VII	358636	359028	+	393	36
YGL079W	VII	359444	360100	+	657	17
YGL078C	VII	360288	361859	-	1572	105
YGL077C	VII	362225	363916	-	1692	192
YGL076C	VII;VII;VII	364335;365433;365986	364964;365526;365996	-;-;-	735	666
YGL075C	VII	366925	368088	-	1164	11
YGL073W	VII	368753	371254	+	2502	132
YGL071W	VII	372012	374084	+	2073	47
YGL070C	VII	374459	374827	-	369	32
YGL069C	VII	375050	375514	-	465	0
YGL068W	VII	375087	375671	+	585	20
YGL067W	VII	376101	377255	+	1155	52
YGL066W	VII	377609	379582	+	1974	47
YGL065C	VII	379760	381271	-	1512	30
YGL064C	VII	381523	383208	-	1686	16
YGL063W	VII	383654	384766	+	1113	34
YGL062W	VII	385196	388732	+	3537	179
YGL061C	VII	388968	389711	-	744	7
YGL060W	VII	390065	391990	+	1926	32
YGL059W	VII	392223	393698	+	1476	44
YGL058W	VII	393986	394504	+	519	31
YGL057C	VII	394966	395829	-	864	9
YGL056C	VII	396035	397618	-	1584	76
YGL055W	VII	398628	400160	+	1533	946
YGL054C	VII	400871	401287	-	417	78
YGL053W	VII	402589	403302	+	714	20
YGL051W	VII	403687	404391	+	705	8
YGL050W	VII	405776	406597	+	822	22
YGL049C	VII	406860	409604	-	2745	120
YGL048C	VII	410069	411286	-	1218	325
YGL047W	VII	411552	412160	+	609	49
YGL045W	VII	414102	415730	+	1629	32
YGL044C	VII	416146	417036	-	891	55
YGL043W	VII	417483	418412	+	930	72
YGL040C	VII	419527	420555	-	1029	175
YGL038C	VII	425362	426804	-	1443	108
YGL037C	VII	427297	427947	-	651	1175
YGL035C	VII	431548	433062	-	1515	159
YGL033W	VII;VII;VII	435625;435750;436375	435679;436312;436401	+;+;+	645	0
YGL032C	VII	436570	436833	-	264	24
YGL031C	VII	437467	437934	-	468	472
YGL030W	VII;VII	439091;439324	439093;439638	+;+	318	2461
YGL029W	VII	440063	440425	+	363	23
YGL028C	VII	441281	442909	-	1629	124
YGL027C	VII	443642	446143	-	2502	172
YGL026C	VII	446412	448535	-	2124	423
YGL025C	VII	448764	449957	-	1194	42
YGL024W	VII	449788	450123	+	336	1
YGL023C	VII	450197	452104	-	1908	197
YGL022W	VII	452404	454560	+	2157	432
YGL021W	VII	454785	457067	+	2283	30
YGL020C	VII	457163	457870	-	708	69
YGL019W	VII	458156	458992	+	837	166
YGL018C	VII	459110	459664	-	555	25
YGL017W	VII	459854	461365	+	1512	49
YGL016W	VII	461666	464911	+	3246	31
YGL014W	VII	466141	468807	+	2667	129
YGL013C	VII	469092	472298	-	3207	47
YGL012W	VII	472855	474276	+	1422	437
YGL011C	VII	474489	475247	-	759	278
YGL010W	VII	475545	476069	+	525	17
YGL009C	VII	476313	478652	-	2340	331
YGL008C	VII	479910	482666	-	2757	3010
YGL007W	VII	483260	483637	+	378	3
YGL006W	VII	485921	489442	+	3522	275
YGL005C	VII	489708	490547	-	840	21
YGL004C	VII	490703	491956	-	1254	36
YGL003C	VII	492474	494174	-	1701	75
YGL002W	VII	494517	495167	+	651	37
YGL001C	VII	495453	496502	-	1050	174
YGR001C	VII;VII;VII	497133;497459;498000	497365;497937;498034	-;-;-	747	39
YGR002C	VII	498476	499906	-	1431	18
YGR003W	VII	500132	502366	+	2235	15
YGR004W	VII	502938	504326	+	1389	28
YGR005C	VII	504657	505859	-	1203	144
YGR006W	VII	506070	506825	+	756	13
YGR007W	VII	506969	507940	+	972	105
YGR008C	VII	508110	508364	-	255	497
YGR009C	VII	509047	511002	-	1956	130
YGR010W	VII	511545	512732	+	1188	54
YGR012W	VII	513159	514340	+	1182	40
YGR013W	VII	514554	516416	+	1863	61
YGR014W	VII	516943	520863	+	3921	111
YGR019W	VII	525229	526644	+	1416	158
YGR020C	VII	526973	527329	-	357	201
YGR023W	VII	529264	530919	+	1656	63
YGR024C	VII	531883	532596	-	714	52
YGR027C	VII	534132	534458	-	327	1100
YGR028W	VII	542203	543291	+	1089	52
YGR029W	VII;VII	543553;543722	543638;544205	+;+	570	49
YGR030C	VII	545681	546157	-	477	6
YGR031W	VII	546441	547469	+	1029	50
YGR031C-A	VII	546809	547300	-	492	0
YGR032W	VII	548264	553951	+	5688	305
YGR033C	VII	554248	554967	-	720	44
YGR034W	VII;VII	555812;556308	555830;556672	+;+	384	933
YGR036C	VII	558149	558868	-	720	21
YGR037C	VII	559731	559994	-	264	237
YGR038W	VII	560682	561350	+	669	36
YGR040W	VII	575398	576504	+	1107	39
YGR041W	VII	577487	579130	+	1644	63
YGR042W	VII	579476	580291	+	816	42
YGR043C	VII	580435	581436	-	1002	17
YGR044C	VII	582990	583892	-	903	78
YGR046W	VII	584895	586052	+	1158	37
YGR047C	VII	586392	589469	-	3078	21
YGR048W	VII	589826	590911	+	1086	69
YGR049W	VII	591314	591877	+	564	38
YGR052W	VII	593596	594705	+	1110	17
YGR055W	VII	599417	601141	+	1725	285
YGR056W	VII	601661	604447	+	2787	44
YGR057C	VII	604773	605501	-	729	15
YGR058W	VII	606136	607143	+	1008	21
YGR059W	VII	607563	609101	+	1539	2
YGR060W	VII	610564	611493	+	930	341
YGR061C	VII	611889	615965	-	4077	701
YGR062C	VII	616328	617278	-	951	33
YGR063C	VII	617516	617824	-	309	82
YGR065C	VII	618077	619858	-	1782	44
YGR068C	VII	625324	627084	-	1761	62
YGR070W	VII	627806	631273	+	3468	79
YGR071C	VII	631481	634063	-	2583	27
YGR072W	VII	634304	635467	+	1164	27
YGR074W	VII	635712	636152	+	441	42
YGR075C	VII	636147	636875	-	729	23
YGR076C	VII	637104	637577	-	474	25
YGR077C	VII	637744	639513	-	1770	29
YGR078C	VII	639772	640371	-	600	31
YGR080W	VII	642010	643008	+	999	68
YGR081C	VII	643148	643780	-	633	12
YGR082W	VII	644044	644595	+	552	105
YGR083C	VII	644860	646815	-	1956	85
YGR084C	VII	647123	648142	-	1020	50
YGR085C	VII	648383	648907	-	525	244
YGR086C	VII	649598	650617	-	1020	921
YGR087C	VII	651290	652981	-	1692	4
YGR088W	VII	654634	656322	+	1689	46
YGR089W	VII	656960	659770	+	2811	43
YGR090W	VII	662358	666071	+	3714	80
YGR091W	VII	666341	667825	+	1485	13
YGR092W	VII	668189	669907	+	1719	51
YGR093W	VII	670388	671911	+	1524	37
YGR094W	VII	672186	675500	+	3315	683
YGR095C	VII	675671	676342	-	672	69
YGR096W	VII	676621	677565	+	945	21
YGR097W	VII	678695	682135	+	3441	244
YGR098C	VII	682566	687458	-	4893	21
YGR099W	VII	687899	689965	+	2067	24
YGR100W	VII	690245	693097	+	2853	103
YGR101W	VII	693363	694403	+	1041	47
YGR102C	VII	694584	695135	-	552	23
YGR103W	VII	695417	697234	+	1818	192
YGR104C	VII	697445	698368	-	924	25
YGR105W	VII	698599	698832	+	234	65
YGR106C	VII	698989	699786	-	798	222
YGR108W	VII	703636	705051	+	1416	41
YGR109C	VII	705359	706501	-	1143	2
YGR110W	VII	713709	715046	+	1338	5
YGR112W	VII	717358	718527	+	1170	42
YGR113W	VII	718893	719924	+	1032	37
YGR116W	VII	720409	724764	+	4356	175
YGR118W	VII;VII	726974;727358	727038;727730	+;+	438	755
YGR119C	VII	728046	729671	-	1626	105
YGR120C	VII	730033	730821	-	789	8
YGR121C	VII	731449	732927	-	1479	79
YGR123C	VII	736662	738203	-	1542	34
YGR124W	VII	739944	741662	+	1719	970
YGR128C	VII	747950	750091	-	2142	22
YGR129W	VII	750400	751047	+	648	8
YGR131W	VII	754726	755250	+	525	12
YGR132C	VII	755589	756452	-	864	191
YGR133W	VII	756896	757447	+	552	20
YGR134W	VII	757770	761138	+	3369	53
YGR135W	VII	761392	762168	+	777	305
YGR136W	VII	762428	763153	+	726	194
YGR138C	VII	763762	765606	-	1845	54
YGR140W	VII	767429	770299	+	2871	18
YGR141W	VII	770569	771972	+	1404	75
YGR142W	VII	772454	773686	+	1233	16
YGR143W	VII	775193	777508	+	2316	125
YGR144W	VII	780399	781379	+	981	3
YGR145W	VII	781767	783890	+	2124	61
YGR146C	VII	784223	784858	-	636	71
YGR147C	VII	786054	786920	-	867	94
YGR148C	VII	787312	787779	-	468	443
YGR149W	VII	789031	790329	+	1299	48
YGR150C	VII	790459	793053	-	2595	36
YGR152C	VII	794674	795492	-	819	56
YGR153W	VII	796092	796745	+	654	10
YGR154C	VII	796798	797868	-	1071	21
YGR155W	VII	798543	800066	+	1524	559
YGR156W	VII	800546	801823	+	1278	30
YGR157W	VII	802440	805049	+	2610	174
YGR158C	VII	805269	806021	-	753	29
YGR159C	VII	806412	807656	-	1245	446
YGR161C	VII	808629	809420	-	792	238
YGR162W	VII	824059	826917	+	2859	266
YGR163W	VII	827552	828577	+	1026	52
YGR165W	VII	829116	830153	+	1038	51
YGR166W	VII	830515	832197	+	1683	50
YGR167W	VII	832456	833157	+	702	223
YGR169C	VII	834689	835903	-	1215	26
YGR170W	VII	837142	840558	+	3417	72
YGR171C	VII	840824	842551	-	1728	14
YGR172C	VII	842845	843591	-	747	42
YGR173W	VII	843854	844960	+	1107	30
YGR174C	VII	845893	846405	-	513	45
YGR175C	VII	846933	848423	-	1491	307
YGR177C	VII	848829	850436	-	1608	30
YGR178C	VII	851047	853215	-	2169	278
YGR179C	VII	853675	854895	-	1221	34
YGR180C	VII	855264	856301	-	1038	560
YGR181W	VII	858287	858604	+	318	65
YGR183C	VII;VII	859063;859474	859260;859476	-;-	201	48
YGR184C	VII	859901	865753	-	5853	143
YGR185C	VII	866336	867520	-	1185	262
YGR186W	VII	867774	869981	+	2208	211
YGR187C	VII	870232	871416	-	1185	28
YGR188C	VII	872044	875109	-	3066	3
YGR189C	VII	876669	878192	-	1524	537
YGR191W	VII	880420	882231	+	1812	138
YGR192C	VII	882812	883810	-	999	25144
YGR193C	VII	884509	885741	-	1233	120
YGR194C	VII	886073	887875	-	1803	51
YGR195W	VII	888882	889622	+	741	48
YGR196C	VII	889733	892186	-	2454	71
YGR197C	VII	892497	894140	-	1644	24
YGR198W	VII	894693	897146	+	2454	65
YGR199W	VII	897502	899781	+	2280	52
YGR200C	VII	899904	902270	-	2367	69
YGR202C	VII	903474	904748	-	1275	100
YGR203W	VII	905237	905683	+	447	38
YGR204W	VII	905934	908774	+	2841	1089
YGR205W	VII	909213	910085	+	873	67
YGR206W	VII	910432	910737	+	306	11
YGR207C	VII	910843	911628	-	786	54
YGR208W	VII	911883	912812	+	930	120
YGR209C	VII	912913	913227	-	315	414
YGR211W	VII	915241	916701	+	1461	92
YGR212W	VII	917040	918446	+	1407	13
YGR213C	VII	918512	919465	-	954	16
YGR214W	VII;VII	920575;921120	920664;921788	+;+	759	1171
YGR215W	VII	922175	922507	+	333	14
YGR216C	VII	922633	924462	-	1830	33
YGR217W	VII	924696	930815	+	6120	29
YGR218W	VII	932541	935795	+	3255	126
YGR220C	VII	936074	936883	-	810	62
YGR221C	VII	937124	938992	-	1869	33
YGR222W	VII	939923	940804	+	882	24
YGR223C	VII	940869	942215	-	1347	64
YGR224W	VII	942806	944647	+	1842	43
YGR225W	VII;VII	945145;946421	946327;947019	+;+	1782	4
YGR227W	VII	947420	948997	+	1578	36
YGR229C	VII	949382	950899	-	1518	131
YGR230W	VII	951894	952307	+	414	8
YGR231C	VII	952548	953480	-	933	238
YGR232W	VII	953960	954646	+	687	69
YGR233C	VII	954674	958210	-	3537	83
YGR234W	VII	959904	961103	+	1200	532
YGR236C	VII	962530	962817	-	288	2
YGR238C	VII	966039	968687	-	2649	33
YGR239C	VII	969187	970053	-	867	12
YGR240C	VII	970771	973734	-	2964	1154
YGR241C	VII	974875	976581	-	1707	149
YGR243W	VII	977336	977776	+	441	63
YGR244C	VII	978036	979319	-	1284	272
YGR245C	VII	979765	982068	-	2304	139
YGR246C	VII	982482	984272	-	1791	46
YGR247W	VII	984966	985685	+	720	46
YGR248W	VII	985972	986739	+	768	81
YGR249W	VII	988049	989419	+	1371	64
YGR250C	VII	991176	993521	-	2346	149
YGR251W	VII	995639	996229	+	591	15
YGR252W	VII	996869	998188	+	1320	36
YGR253C	VII	998358	999140	-	783	289
YGR254W	VII	1000927	1002240	+	1314	4293
YGR255C	VII	1002523	1003962	-	1440	83
YGR256W	VII	1004624	1006102	+	1479	9
YGR257C	VII	1006205	1007305	-	1101	97
YGR258C	VII	1007671	1010766	-	3096	59
YGR260W	VII	1012485	1014089	+	1605	313
YGR261C	VII	1014321	1016750	-	2430	80
YGR262C	VII	1016974	1017759	-	786	71
YGR263C	VII	1017967	1019241	-	1275	16
YGR264C	VII	1019598	1021853	-	2256	284
YGR267C	VII	1025004	1025735	-	732	198
YGR268C	VII	1026057	1026653	-	597	116
YGR270W	VII	1027370	1031509	+	4140	137
YGR271W	VII	1031791	1037694	+	5904	60
YGR271C-A	VII	1037800	1038501	-	702	8
YGR274C	VII	1039895	1043095	-	3201	49
YGR275W	VII	1043276	1043749	+	474	44
YGR276C	VII	1043819	1045480	-	1662	79
YGR277C	VII	1045644	1046561	-	918	63
YGR278W	VII	1046731	1048464	+	1734	25
YGR279C	VII	1048798	1049958	-	1161	587
YGR280C	VII	1050910	1051725	-	816	43
YGR281W	VII	1052824	1057257	+	4434	153
YGR282C	VII	1057783	1058724	-	942	1038
YGR284C	VII	1060658	1061590	-	933	106
YGR285C	VII	1061852	1063153	-	1302	616
YGR286C	VII	1063813	1064940	-	1128	73
YGR287C	VII	1067222	1068991	-	1770	31
YGR288W	VII	1070293	1071714	+	1422	28
YGR289C	VII	1073963	1075813	-	1851	57
YGR292W	VII	1076599	1078353	+	1755	4
YGR294W	VII	1080306	1080668	+	363	0
YGR295C	VII	1081584	1082729	-	1146	56
YGR296W	VII;VII	1084864;1085031	1084882;1090591	+;+	5580	0
YHL048W	VIII	6401	7546	+	1146	24
YHL047C	VIII	8351	10213	-	1863	317
YHL046C	VIII	11923	12285	-	363	2
YHL043W	VIII	14901	15413	+	513	10
YHL040C	VIII	19088	20971	-	1884	58
YHL039W	VIII	21783	23540	+	1758	37
YHL038C	VIII	23617	25509	-	1893	17
YHL036W	VIII	26241	27881	+	1641	73
YHL035C	VIII	27978	32756	-	4779	119
YHL034C	VIII	33193	34077	-	885	499
YHL033C	VIII	35255	36025	-	771	817
YHL032C	VIII	36379	38508	-	2130	177
YHL031C	VIII	38815	39486	-	672	85
YHL030W	VIII	40084	45690	+	5607	118
YHL029C	VIII	45929	47968	-	2040	46
YHL028W	VIII	48763	50580	+	1818	41
YHL027W	VIII	51111	52988	+	1878	164
YHL025W	VIII	54851	55849	+	999	165
YHL024W	VIII	56649	58790	+	2142	27
YHL023C	VIII	59123	62563	-	3441	39
YHL022C	VIII	62961	64157	-	1197	0
YHL021C	VIII	64462	65859	-	1398	373
YHL020C	VIII	66242	67456	-	1215	108
YHL019C	VIII	67731	69548	-	1818	87
YHL016C	VIII	72037	74244	-	2208	16
YHL015W	VIII	75412	75777	+	366	1696
YHL014C	VIII	76097	77314	-	1218	18
YHL013C	VIII	77430	78353	-	924	21
YHL011C	VIII	80654	81616	-	963	120
YHL010C	VIII	81964	83721	-	1758	43
YHL009C	VIII	84068	85060	-	993	22
YHL007C	VIII	95118	97937	-	2820	117
YHL006C	VIII	98343	98795	-	453	21
YHL004W	VIII	99219	100403	+	1185	83
YHL003C	VIII	100648	101883	-	1236	88
YHL002W	VIII	102612	103970	+	1359	87
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	189
YHR001W	VIII	106055	107368	+	1314	38
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	30
YHR002W	VIII	108812	109885	+	1074	12
YHR003C	VIII	110028	111317	-	1290	29
YHR004C	VIII	111754	113094	-	1341	63
YHR005C	VIII	113499	114917	-	1419	53
YHR005C-A	VIII	115620	115901	-	282	152
YHR006W	VIII	117814	119439	+	1626	89
YHR007C	VIII	120091	121683	-	1593	522
YHR008C	VIII	122889	123590	-	702	316
YHR009C	VIII	124109	125680	-	1572	139
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	1248
YHR011W	VIII	127780	129120	+	1341	26
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	85
YHR013C	VIII	130730	131446	-	717	96
YHR014W	VIII	132047	132922	+	876	2
YHR015W	VIII	134554	136533	+	1980	1
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	123
YHR017W	VIII	138694	139851	+	1158	29
YHR018C	VIII	140011	141402	-	1392	371
YHR019C	VIII	141894	143558	-	1665	746
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	583
YHR021W-A	VIII	149225	149680	+	456	0
YHR023W	VIII	151666	157452	+	5787	48
YHR024C	VIII	157744	159192	-	1449	121
YHR025W	VIII	159438	160511	+	1074	341
YHR026W	VIII	160844	161485	+	642	230
YHR027C	VIII	161730	164711	-	2982	486
YHR028C	VIII	164978	167434	-	2457	163
YHR029C	VIII	167677	168561	-	885	38
YHR030C	VIII	168890	170344	-	1455	290
YHR031C	VIII	170799	172970	-	2172	21
YHR032W	VIII	173344	175089	+	1746	123
YHR034C	VIII	176965	177999	-	1035	27
YHR035W	VIII	178219	180111	+	1893	12
YHR036W	VIII	180345	181760	+	1416	15
YHR037W	VIII	181977	183704	+	1728	116
YHR038W	VIII	184066	184758	+	693	9
YHR039C	VIII	184875	186809	-	1935	182
YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	238
YHR040W	VIII	187924	189024	+	1101	38
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	72
YHR042W	VIII	190543	192618	+	2076	547
YHR043C	VIII	192805	193545	-	741	105
YHR044C	VIII	194068	194808	-	741	10
YHR046C	VIII	197398	198285	-	888	25
YHR047C	VIII	198740	201310	-	2571	123
YHR048W	VIII	204607	206151	+	1545	42
YHR049W	VIII	206462	207193	+	732	124
YHR050W	VIII	207654	209303	+	1650	164
YHR051W	VIII	209705	210151	+	447	66
YHR052W	VIII	210848	211978	+	1131	32
YHR053C	VIII	212535	212720	-	186	0
YHR055C	VIII	214533	214718	-	186	0
YHR056C	VIII	215183	217834	-	2652	35
YHR057C	VIII	218226	218843	-	618	174
YHR058C	VIII	218997	219884	-	888	37
YHR059W	VIII	220108	220500	+	393	14
YHR060W	VIII	220725	221270	+	546	21
YHR061C	VIII	221534	222478	-	945	18
YHR062C	VIII	222877	223758	-	882	38
YHR063C	VIII	224030	225169	-	1140	80
YHR064C	VIII	225525	227141	-	1617	504
YHR065C	VIII	227532	229037	-	1506	51
YHR066W	VIII	229335	230696	+	1362	17
YHR067W	VIII	230970	231812	+	843	11
YHR068W	VIII	232133	233296	+	1164	414
YHR069C	VIII	233579	234658	-	1080	33
YHR070W	VIII	234881	236380	+	1500	54
YHR071W	VIII	237004	237693	+	690	215
YHR072W	VIII	239098	241293	+	2196	73
YHR072W-A	VIII	241664	241840	+	177	93
YHR073W	VIII	242582	245572	+	2991	153
YHR074W	VIII	246193	248337	+	2145	165
YHR075C	VIII	248439	249641	-	1203	16
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	48
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	71
YHR079C	VIII	258244	261591	-	3348	52
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	0
YHR080C	VIII	262801	266838	-	4038	77
YHR081W	VIII	267538	268092	+	555	35
YHR082C	VIII	268459	271548	-	3090	171
YHR083W	VIII	272627	273616	+	990	142
YHR084W	VIII	274174	276240	+	2067	37
YHR085W	VIII	276764	277768	+	1005	10
YHR086W	VIII	278153	279724	+	1572	78
YHR087W	VIII	280820	281155	+	336	102
YHR088W	VIII	281495	282382	+	888	29
YHR089C	VIII	282681	283298	-	618	251
YHR090C	VIII	283777	284625	-	849	10
YHR091C	VIII	284839	286770	-	1932	47
YHR092C	VIII	287081	288811	-	1731	1495
YHR093W	VIII	289142	289690	+	549	0
YHR094C	VIII	290913	292625	-	1713	160
YHR096C	VIII	294669	296447	-	1779	23
YHR098C	VIII	299145	301934	-	2790	185
YHR099W	VIII	302761	313995	+	11235	70
YHR100C	VIII	314116	314673	-	558	10
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	19
YHR102W	VIII	316572	319814	+	3243	68
YHR103W	VIII	320414	322972	+	2559	77
YHR104W	VIII	323409	324392	+	984	97
YHR105W	VIII	324766	325410	+	645	15
YHR106W	VIII	325598	326626	+	1029	64
YHR107C	VIII	326813	328036	-	1224	104
YHR108W	VIII	328303	330060	+	1758	209
YHR109W	VIII	330310	332067	+	1758	10
YHR110W	VIII	332282	332920	+	639	82
YHR111W	VIII	333072	334394	+	1323	54
YHR113W	VIII	336337	337809	+	1473	127
YHR114W	VIII	338083	339984	+	1902	105
YHR115C	VIII	340109	341359	-	1251	42
YHR116W	VIII	341665	342120	+	456	31
YHR117W	VIII	342349	344268	+	1920	62
YHR118C	VIII	344321	345628	-	1308	19
YHR119W	VIII	346043	349285	+	3243	46
YHR120W	VIII	349574	352453	+	2880	25
YHR121W	VIII	352756	353319	+	564	79
YHR122W	VIII	353625	354320	+	696	39
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	58
YHR124W	VIII	356561	358444	+	1884	16
YHR126C	VIII	359702	360181	-	480	78
YHR127W	VIII	360913	361644	+	732	37
YHR128W	VIII	362115	362765	+	651	101
YHR129C	VIII	362999	364153	-	1155	34
YHR132C	VIII	368502	369794	-	1293	200
YHR132W-A	VIII	370054	370449	+	396	58
YHR133C	VIII	370722	371597	-	876	88
YHR134W	VIII	371749	372558	+	810	24
YHR135C	VIII	372694	374310	-	1617	208
YHR136C	VIII	374654	375100	-	447	95
YHR137W	VIII	375709	377250	+	1542	32
YHR139C	VIII	378219	379199	-	981	5
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	533
YHR142W	VIII	383538	384488	+	951	91
YHR143W	VIII	385510	386487	+	978	463
YHR143W-A	VIII	387233	387445	+	213	26
YHR144C	VIII	387788	388726	-	939	27
YHR146W	VIII	390300	391697	+	1398	136
YHR147C	VIII	392639	393283	-	645	50
YHR148W	VIII	393534	394085	+	552	12
YHR149C	VIII	394455	396659	-	2205	39
YHR150W	VIII	397251	398990	+	1740	26
YHR151C	VIII	399268	400848	-	1581	23
YHR152W	VIII	401434	401955	+	522	48
YHR153C	VIII	402086	402682	-	597	1
YHR154W	VIII	402966	406178	+	3213	29
YHR155W	VIII	407103	410789	+	3687	41
YHR156C	VIII	411384	412406	-	1023	11
YHR157W	VIII	412907	413455	+	549	0
YHR158C	VIII	413685	417179	-	3495	85
YHR159W	VIII	417549	419063	+	1515	26
YHR160C	VIII	419221	420072	-	852	5
YHR161C	VIII	420373	422286	-	1914	142
YHR162W	VIII	423072	423461	+	390	251
YHR163W	VIII	423724	424473	+	750	151
YHR164C	VIII	424610	429178	-	4569	36
YHR165C	VIII	429707	436948	-	7242	125
YHR166C	VIII	437170	439050	-	1881	22
YHR167W	VIII	439342	440127	+	786	10
YHR168W	VIII	440377	441933	+	1557	24
YHR169W	VIII	442181	443476	+	1296	26
YHR170W	VIII	443828	445384	+	1557	104
YHR171W	VIII	445713	447605	+	1893	34
YHR172W	VIII	448335	450806	+	2472	22
YHR174W	VIII	451327	452640	+	1314	16654
YHR175W	VIII	452872	453441	+	570	109
YHR176W	VIII	454229	455527	+	1299	18
YHR177W	VIII	456591	457952	+	1362	18
YHR178W	VIII	459299	461530	+	2232	24
YHR179W	VIII	462502	463704	+	1203	1011
YHR181W	VIII	467228	467914	+	687	59
YHR183W	VIII	470960	472429	+	1470	1118
YHR184W	VIII	472744	474459	+	1716	1
YHR185C	VIII	474627	475340	-	714	1
YHR186C	VIII	475999	480672	-	4674	64
YHR187W	VIII	480990	481919	+	930	26
YHR188C	VIII	482005	483837	-	1833	143
YHR189W	VIII	484028	484600	+	573	28
YHR190W	VIII	484845	486179	+	1335	496
YHR191C	VIII	486230	486631	-	402	28
YHR192W	VIII	486826	487662	+	837	59
YHR193C	VIII	487712	488236	-	525	1056
YHR194W	VIII	488657	490396	+	1740	77
YHR195W	VIII	490747	491712	+	966	114
YHR196W	VIII	491931	493658	+	1728	28
YHR197W	VIII	493896	496187	+	2292	34
YHR198C	VIII	496315	497280	-	966	28
YHR199C	VIII	497490	498422	-	933	128
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	9
YHR200W	VIII	499079	499885	+	807	319
YHR201C	VIII	499950	501143	-	1194	86
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	913
YHR204W	VIII	506319	508709	+	2391	60
YHR205W	VIII	509363	511837	+	2475	100
YHR206W	VIII	512732	514600	+	1869	88
YHR207C	VIII	514905	516485	-	1581	50
YHR208W	VIII	517532	518713	+	1182	658
YHR209W	VIII	519437	520312	+	876	65
YHR211W	VIII	525392	528619	+	3228	24
YHR215W	VIII	552099	553502	+	1404	70
YHR216W	VIII	554396	555967	+	1572	210
YJL223C	X	8776	9138	-	363	0
YJL222W	X	11475	16124	+	4650	2
YJL221C	X	16767	18536	-	1770	0
YJL219W	X	19497	21200	+	1704	2
YJL217W	X	23133	23729	+	597	198
YJL216C	X	24341	26086	-	1746	16
YJL214W	X	26887	28596	+	1710	8
YJL212C	X	33850	36249	-	2400	101
YJL210W	X	36919	37734	+	816	114
YJL209W	X	38005	39969	+	1965	30
YJL208C	X	40194	41183	-	990	19
YJL207C	X	41389	47433	-	6045	48
YJL205C	X;X	50139;50412	50268;50443	-;-	162	17
YJL204C	X	50629	53151	-	2523	25
YJL203W	X	53341	54183	+	843	20
YJL201W	X	54379	56178	+	1800	37
YJL200C	X	56444	58813	-	2370	79
YJL199C	X	59856	60182	-	327	16
YJL198W	X	60844	63489	+	2646	126
YJL197W	X	63805	67569	+	3765	73
YJL196C	X	67850	68782	-	933	237
YJL194W	X	69338	70879	+	1542	5
YJL192C	X	72710	73414	-	705	73
YJL191W	X;X	73787;74205	73796;74611	+;+	417	167
YJL190C	X	74910	75302	-	393	1172
YJL189W	X;X	75933;76325	75938;76474	+;+	156	0
YJL188C	X	76202	76510	-	309	94
YJL187C	X	76803	79262	-	2460	50
YJL186W	X	80155	81915	+	1761	99
YJL185C	X	82095	82976	-	882	11
YJL184W	X	83448	83819	+	372	57
YJL183W	X	84068	85336	+	1269	82
YJL181W	X	85660	87495	+	1836	31
YJL180C	X	87583	88560	-	978	29
YJL179W	X	88787	89116	+	330	19
YJL178C	X	89282	90097	-	816	87
YJL177W	X;X	90786;91412	91094;91657	+;+	555	732
YJL176C	X	92053	94530	-	2478	70
YJL174W	X	95092	95922	+	831	277
YJL173C	X	96161	96529	-	369	47
YJL172W	X	97737	99467	+	1731	97
YJL171C	X	99704	100894	-	1191	207
YJL170C	X	101150	101779	-	630	10
YJL168C	X	102227	104428	-	2202	45
YJL167W	X	105014	106072	+	1059	425
YJL166W	X	106434	106718	+	285	58
YJL165C	X	106894	109461	-	2568	123
YJL164C	X	109966	111159	-	1194	75
YJL162C	X	113878	115629	-	1752	7
YJL161W	X	117245	117787	+	543	19
